"player.givenName","player.surname","opponent","confidence_flag","line_10","line_11","line_12","line_13","line_14","line_15","line_16","line_17","line_18","line_19","line_20","line_21","line_22","line_23","line_24","line_25","line_26","line_27","line_28","line_29","line_30","predicted_disposals"
"Joel","Amartey","Collingwood","ok",2.09805329206271,2.60578334967093,3.36533811405373,4.52982499798266,6.36724314549841,9.36202514751173,14.4198066417016,23.294333913975,39.5087527622941,70.4162206671399,131.982561167189,260.318956171299,540.607221214244,1182.64083097235,2726.45964981643,6626.39099382467,16983.3532358444,45915.3491788084,130974.158628839,394275.213934021,1252799.92559421,9.3
"Charlie","Curnow","Collingwood","ok",1.82938330074985,2.19210125576972,2.71769764920335,3.49387707930255,4.66697771186407,6.48821875861952,9.40185380758773,14.2182350655608,22.4641322172045,37.1146924739607,64.1738073040781,116.203868252216,220.489770531584,438.612563949644,915.142861748637,2003.44582694022,4603.53899935191,11106.0160336771,28137.6908373372,74882.5535673069,209373.623078749,10
"Tom","Papley","Collingwood","ok",1.01824732662905,1.03285864770357,1.05664334166642,1.09388632311721,1.15038766067603,1.23410601324876,1.35628374710105,1.53339319105597,1.79048905128933,2.16704075446218,2.72729443212036,3.57918875616234,4.90994070098554,7.05514873881422,10.6374841576417,16.854757329748,28.0999509239924,49.3461075633131,91.3606089330818,178.467634435292,368.078870967376,18.1
"Brodie","Grundy","Collingwood","ok",1.00194317074746,1.00398371523236,1.00778367098556,1.0145186198373,1.0259109759074,1.04437219983645,1.07317182010584,1.11667700054614,1.18074251449167,1.27337563664663,1.40586583846413,1.59468535428203,1.86468927029491,2.25457389127429,2.82638654312362,3.68252380160061,4.99697100130923,7.07440898239323,10.4654749063761,16.1986771440464,26.2624421454065,21.9
"Isaac","Heeney","Collingwood","ok",1.00028054181729,1.00056392417615,1.0010948925502,1.00205408206632,1.00372548328099,1.00653675623832,1.01110569966874,1.0182908617321,1.02924516929123,1.04547448405365,1.06890830490469,1.10199695722447,1.14785796106883,1.21050405516997,1.29519843624145,1.40900326042436,1.56162225422034,1.7666984130345,2.04383150438573,2.42175947725208,2.94346120841815,27.4
"Justin","McInerney","Collingwood","ok",1.00051831826675,1.00103521135323,1.00199258972542,1.00369834285515,1.0066240651826,1.01146053533733,1.0191783924883,1.03109263850165,1.04893372682732,1.07493525310775,1.11195795013553,1.16368106838643,1.23490588243616,1.33203521079444,1.46382416134394,1.64255202260817,1.88586165227812,2.21968249188543,2.68295397692226,3.33540575519811,4.27063745550417,25.9
"Harry","Cunningham","Collingwood","ok",1.29803570433396,1.44187747035108,1.64727483391833,1.94200731334433,2.36971723060808,3.00102138410242,3.95355760412392,5.42919338495838,7.78516802810707,11.6743660340547,18.330874090076,30.1708811106327,52.1013518446471,94.4732830824945,179.995532225526,360.545007688952,759.661036049644,1684.34509544478,3931.4854729458,9663.60607747626,25020.9324972763,12.7
"Angus","Sheldrick","Collingwood","ok",1.00712043736671,1.01336885440273,1.0240066048738,1.04134570230903,1.0685321052161,1.1097724778355,1.17069859218406,1.25898748405627,1.38541700418531,1.56564364899483,1.82319420346325,2.19455827177305,2.73803550841541,3.54949844330626,4.79126259292478,6.74651702369406,9.92507914690413,15.2753813647386,24.6233838188604,41.612361269742,73.78633618397,20
"Riley","Bice","Collingwood","ok",1.00139375562943,1.00363696802611,1.00873609100577,1.01938986985146,1.03998632213331,1.07718939247527,1.14077878426806,1.245193124341,1.41261540425275,1.6791088372541,2.10678485527375,2.80846336347624,3.99962927032838,6.11313068233548,10.0654438403198,17.9083890545227,34.5154687086144,72.207430629203,164.238882811223,406.707064116426,1097.69436865024,19.3
"Billy","Cootee","Collingwood","ok",1.7183543857171,2.06757998269955,2.58832278696222,3.3814183742638,4.62212284142782,6.62549424727082,9.9782503379224,15.8142119056874,26.4111289354412,46.5339999925943,86.5802869435356,170.251224337572,354.069300020366,779.24325992359,1815.79833431781,4481.9200197356,11722.7307349146,32501.7065377946,95548.1591303528,297911.845128481,985370.909182068,10.3
